state,state_code,year,school_year,grade,subject,source,assessment,metric,value,metric_family,comparison_role,jurisdiction_of_measure,jurisdiction_of_measure_name,source_value_kind,benchmark_label,source_url,source_page_url,notes,detail_order,source_order,metric_order
Colorado,CO,2024,2024,4,Reading,NAEP (National Public),NAEP,Percent Basic,28.83,naep_achievement_level,naep_national_public_benchmark,NP,National public,official_discrete_achievement_level,National Public,https://www.nationsreportcard.gov/DataService/GetAdhocData.aspx?type=data&subject=RED&cohort=1&subscale=RRPCM&variable=TOTAL&jurisdiction=AL%2CAK%2CAZ%2CAR%2CCA%2CCO%2CCT%2CDE%2CDC%2CFL%2CGA%2CHI%2CID%2CIL%2CIN%2CIA%2CKS%2CKY%2CLA%2CME%2CMD%2CMA%2CMI%2CMN%2CMS%2CMO%2CMT%2CNE%2CNV%2CNH%2CNJ%2CNM%2CNY%2CNC%2CND%2COH%2COK%2COR%2CPA%2CRI%2CSC%2CSD%2CTN%2CTX%2CUT%2CVT%2CVA%2CWA%2CWV%2CWI%2CWY%2CNP&stattype=ALC%3ABB%2CALD%3ABA%2CALD%3APR%2CALD%3AAD&Year=2024R3,https://www.nationsreportcard.gov/profiles/,Official 2024 NAEP Grade 4 Reading achievement-level percentage for public-school students. Repeated for each state so a simple state filter in Looker Studio still shows the national comparison without a join.,2,1,3
Colorado,CO,2024,2024,4,Reading,NAEP (National Public),NAEP,Percent Proficient,22.23,naep_achievement_level,naep_national_public_benchmark,NP,National public,official_discrete_achievement_level,National Public,https://www.nationsreportcard.gov/DataService/GetAdhocData.aspx?type=data&subject=RED&cohort=1&subscale=RRPCM&variable=TOTAL&jurisdiction=AL%2CAK%2CAZ%2CAR%2CCA%2CCO%2CCT%2CDE%2CDC%2CFL%2CGA%2CHI%2CID%2CIL%2CIN%2CIA%2CKS%2CKY%2CLA%2CME%2CMD%2CMA%2CMI%2CMN%2CMS%2CMO%2CMT%2CNE%2CNV%2CNH%2CNJ%2CNM%2CNY%2CNC%2CND%2COH%2COK%2COR%2CPA%2CRI%2CSC%2CSD%2CTN%2CTX%2CUT%2CVT%2CVA%2CWA%2CWV%2CWI%2CWY%2CNP&stattype=ALC%3ABB%2CALD%3ABA%2CALD%3APR%2CALD%3AAD&Year=2024R3,https://www.nationsreportcard.gov/profiles/,Official 2024 NAEP Grade 4 Reading achievement-level percentage for public-school students. Repeated for each state so a simple state filter in Looker Studio still shows the national comparison without a join.,3,1,3
Colorado,CO,2024,2024,4,Reading,NAEP (National Public),NAEP,Percent Advanced,8.27,naep_achievement_level,naep_national_public_benchmark,NP,National public,official_discrete_achievement_level,National Public,https://www.nationsreportcard.gov/DataService/GetAdhocData.aspx?type=data&subject=RED&cohort=1&subscale=RRPCM&variable=TOTAL&jurisdiction=AL%2CAK%2CAZ%2CAR%2CCA%2CCO%2CCT%2CDE%2CDC%2CFL%2CGA%2CHI%2CID%2CIL%2CIN%2CIA%2CKS%2CKY%2CLA%2CME%2CMD%2CMA%2CMI%2CMN%2CMS%2CMO%2CMT%2CNE%2CNV%2CNH%2CNJ%2CNM%2CNY%2CNC%2CND%2COH%2COK%2COR%2CPA%2CRI%2CSC%2CSD%2CTN%2CTX%2CUT%2CVT%2CVA%2CWA%2CWV%2CWI%2CWY%2CNP&stattype=ALC%3ABB%2CALD%3ABA%2CALD%3APR%2CALD%3AAD&Year=2024R3,https://www.nationsreportcard.gov/profiles/,Official 2024 NAEP Grade 4 Reading achievement-level percentage for public-school students. Repeated for each state so a simple state filter in Looker Studio still shows the national comparison without a join.,4,1,3
Colorado,CO,2024,2024,4,Reading,NAEP (State),NAEP,Percent Below Basic,35.12,naep_below_basic,naep_state,CO,Colorado,official_cumulative_achievement_level,State NAEP,https://www.nationsreportcard.gov/DataService/GetAdhocData.aspx?type=data&subject=RED&cohort=1&subscale=RRPCM&variable=TOTAL&jurisdiction=AL%2CAK%2CAZ%2CAR%2CCA%2CCO%2CCT%2CDE%2CDC%2CFL%2CGA%2CHI%2CID%2CIL%2CIN%2CIA%2CKS%2CKY%2CLA%2CME%2CMD%2CMA%2CMI%2CMN%2CMS%2CMO%2CMT%2CNE%2CNV%2CNH%2CNJ%2CNM%2CNY%2CNC%2CND%2COH%2COK%2COR%2CPA%2CRI%2CSC%2CSD%2CTN%2CTX%2CUT%2CVT%2CVA%2CWA%2CWV%2CWI%2CWY%2CNP&stattype=ALC%3ABB%2CALD%3ABA%2CALD%3APR%2CALD%3AAD&Year=2024R3,https://www.nationsreportcard.gov/profiles/,Official 2024 NAEP Grade 4 Reading achievement-level percentage for public-school students.,1,2,1
Colorado,CO,2024,2024,4,Reading,NAEP (State),NAEP,Percent Below Proficient,64.34,naep_below_proficient,naep_state,CO,Colorado,derived_from_below_basic_plus_basic,State NAEP,https://www.nationsreportcard.gov/DataService/GetAdhocData.aspx?type=data&subject=RED&cohort=1&subscale=RRPCM&variable=TOTAL&jurisdiction=AL%2CAK%2CAZ%2CAR%2CCA%2CCO%2CCT%2CDE%2CDC%2CFL%2CGA%2CHI%2CID%2CIL%2CIN%2CIA%2CKS%2CKY%2CLA%2CME%2CMD%2CMA%2CMI%2CMN%2CMS%2CMO%2CMT%2CNE%2CNV%2CNH%2CNJ%2CNM%2CNY%2CNC%2CND%2COH%2COK%2COR%2CPA%2CRI%2CSC%2CSD%2CTN%2CTX%2CUT%2CVT%2CVA%2CWA%2CWV%2CWI%2CWY%2CNP&stattype=ALC%3ABB%2CALD%3ABA%2CALD%3APR%2CALD%3AAD&Year=2024R3,https://www.nationsreportcard.gov/profiles/,Calculated as the official NAEP Below Basic percentage plus the official discrete Basic percentage.,0,2,2
Colorado,CO,2024,2024,4,Reading,NAEP (State),NAEP,Percent Basic,29.22,naep_achievement_level,naep_state,CO,Colorado,official_discrete_achievement_level,State NAEP,https://www.nationsreportcard.gov/DataService/GetAdhocData.aspx?type=data&subject=RED&cohort=1&subscale=RRPCM&variable=TOTAL&jurisdiction=AL%2CAK%2CAZ%2CAR%2CCA%2CCO%2CCT%2CDE%2CDC%2CFL%2CGA%2CHI%2CID%2CIL%2CIN%2CIA%2CKS%2CKY%2CLA%2CME%2CMD%2CMA%2CMI%2CMN%2CMS%2CMO%2CMT%2CNE%2CNV%2CNH%2CNJ%2CNM%2CNY%2CNC%2CND%2COH%2COK%2COR%2CPA%2CRI%2CSC%2CSD%2CTN%2CTX%2CUT%2CVT%2CVA%2CWA%2CWV%2CWI%2CWY%2CNP&stattype=ALC%3ABB%2CALD%3ABA%2CALD%3APR%2CALD%3AAD&Year=2024R3,https://www.nationsreportcard.gov/profiles/,Official 2024 NAEP Grade 4 Reading achievement-level percentage for public-school students.,2,2,3
Colorado,CO,2024,2024,4,Reading,NAEP (State),NAEP,Percent Proficient,24.65,naep_achievement_level,naep_state,CO,Colorado,official_discrete_achievement_level,State NAEP,https://www.nationsreportcard.gov/DataService/GetAdhocData.aspx?type=data&subject=RED&cohort=1&subscale=RRPCM&variable=TOTAL&jurisdiction=AL%2CAK%2CAZ%2CAR%2CCA%2CCO%2CCT%2CDE%2CDC%2CFL%2CGA%2CHI%2CID%2CIL%2CIN%2CIA%2CKS%2CKY%2CLA%2CME%2CMD%2CMA%2CMI%2CMN%2CMS%2CMO%2CMT%2CNE%2CNV%2CNH%2CNJ%2CNM%2CNY%2CNC%2CND%2COH%2COK%2COR%2CPA%2CRI%2CSC%2CSD%2CTN%2CTX%2CUT%2CVT%2CVA%2CWA%2CWV%2CWI%2CWY%2CNP&stattype=ALC%3ABB%2CALD%3ABA%2CALD%3APR%2CALD%3AAD&Year=2024R3,https://www.nationsreportcard.gov/profiles/,Official 2024 NAEP Grade 4 Reading achievement-level percentage for public-school students.,3,2,3
Colorado,CO,2024,2024,4,Reading,NAEP (State),NAEP,Percent Advanced,11.0,naep_achievement_level,naep_state,CO,Colorado,official_discrete_achievement_level,State NAEP,https://www.nationsreportcard.gov/DataService/GetAdhocData.aspx?type=data&subject=RED&cohort=1&subscale=RRPCM&variable=TOTAL&jurisdiction=AL%2CAK%2CAZ%2CAR%2CCA%2CCO%2CCT%2CDE%2CDC%2CFL%2CGA%2CHI%2CID%2CIL%2CIN%2CIA%2CKS%2CKY%2CLA%2CME%2CMD%2CMA%2CMI%2CMN%2CMS%2CMO%2CMT%2CNE%2CNV%2CNH%2CNJ%2CNM%2CNY%2CNC%2CND%2COH%2COK%2COR%2CPA%2CRI%2CSC%2CSD%2CTN%2CTX%2CUT%2CVT%2CVA%2CWA%2CWV%2CWI%2CWY%2CNP&stattype=ALC%3ABB%2CALD%3ABA%2CALD%3APR%2CALD%3AAD&Year=2024R3,https://www.nationsreportcard.gov/profiles/,Official 2024 NAEP Grade 4 Reading achievement-level percentage for public-school students.,4,2,3
Colorado,CO,2025,2024-2025,3,ELA,CMAS,CMAS,Percent in Below-Basic Analog Tier,22.4,state_below_basic_analog,state_assessment,CO,Colorado,below_basic_analog,Did Not Yet Meet Expectations,https://resources.finalsite.net/files/t_file_download/v1776115348/cdestatecous/rrkmbmijrknlrhuvzk4e/2025CMASMathELACSLADistrictandSchoolSummaryAchievementResults.xlsx,https://ed.cde.state.co.us/assessment/cmas-dataandresults-2025,Exact tier percentages are reported directly in the Colorado CMAS statewide workbook.,0,3,4
Colorado,CO,2025,2024-2025,3,ELA,CMAS,CMAS,Percent Did Not Yet Meet Expectations,22.4,state_exact_tier,state_assessment,CO,Colorado,reported_exact_tier,Did Not Yet Meet Expectations,https://resources.finalsite.net/files/t_file_download/v1776115348/cdestatecous/rrkmbmijrknlrhuvzk4e/2025CMASMathELACSLADistrictandSchoolSummaryAchievementResults.xlsx,https://ed.cde.state.co.us/assessment/cmas-dataandresults-2025,Colorado publishes exact CMAS performance-level percentages for statewide Grade 3 ELA.,1,3,5
Colorado,CO,2025,2024-2025,3,ELA,CMAS,CMAS,Percent Partially Met Expectations,15.7,state_exact_tier,state_assessment,CO,Colorado,reported_exact_tier,Partially Met Expectations,https://resources.finalsite.net/files/t_file_download/v1776115348/cdestatecous/rrkmbmijrknlrhuvzk4e/2025CMASMathELACSLADistrictandSchoolSummaryAchievementResults.xlsx,https://ed.cde.state.co.us/assessment/cmas-dataandresults-2025,Colorado publishes exact CMAS performance-level percentages for statewide Grade 3 ELA.,2,3,5
Colorado,CO,2025,2024-2025,3,ELA,CMAS,CMAS,Percent Approached Expectations,19.9,state_exact_tier,state_assessment,CO,Colorado,reported_exact_tier,Approached Expectations,https://resources.finalsite.net/files/t_file_download/v1776115348/cdestatecous/rrkmbmijrknlrhuvzk4e/2025CMASMathELACSLADistrictandSchoolSummaryAchievementResults.xlsx,https://ed.cde.state.co.us/assessment/cmas-dataandresults-2025,Colorado publishes exact CMAS performance-level percentages for statewide Grade 3 ELA.,3,3,5
Colorado,CO,2025,2024-2025,3,ELA,CMAS,CMAS,Percent Met Expectations,37.7,state_exact_tier,state_assessment,CO,Colorado,reported_exact_tier,Met Expectations,https://resources.finalsite.net/files/t_file_download/v1776115348/cdestatecous/rrkmbmijrknlrhuvzk4e/2025CMASMathELACSLADistrictandSchoolSummaryAchievementResults.xlsx,https://ed.cde.state.co.us/assessment/cmas-dataandresults-2025,Colorado publishes exact CMAS performance-level percentages for statewide Grade 3 ELA.,4,3,5
Colorado,CO,2025,2024-2025,3,ELA,CMAS,CMAS,Percent Exceeded Expectations,4.3,state_exact_tier,state_assessment,CO,Colorado,reported_exact_tier,Exceeded Expectations,https://resources.finalsite.net/files/t_file_download/v1776115348/cdestatecous/rrkmbmijrknlrhuvzk4e/2025CMASMathELACSLADistrictandSchoolSummaryAchievementResults.xlsx,https://ed.cde.state.co.us/assessment/cmas-dataandresults-2025,Colorado publishes exact CMAS performance-level percentages for statewide Grade 3 ELA.,5,3,5
Connecticut,CT,2024,2024,4,Reading,NAEP (National Public),NAEP,Percent Below Basic,40.67,naep_below_basic,naep_national_public_benchmark,NP,National public,official_cumulative_achievement_level,National Public,https://www.nationsreportcard.gov/DataService/GetAdhocData.aspx?type=data&subject=RED&cohort=1&subscale=RRPCM&variable=TOTAL&jurisdiction=AL%2CAK%2CAZ%2CAR%2CCA%2CCO%2CCT%2CDE%2CDC%2CFL%2CGA%2CHI%2CID%2CIL%2CIN%2CIA%2CKS%2CKY%2CLA%2CME%2CMD%2CMA%2CMI%2CMN%2CMS%2CMO%2CMT%2CNE%2CNV%2CNH%2CNJ%2CNM%2CNY%2CNC%2CND%2COH%2COK%2COR%2CPA%2CRI%2CSC%2CSD%2CTN%2CTX%2CUT%2CVT%2CVA%2CWA%2CWV%2CWI%2CWY%2CNP&stattype=ALC%3ABB%2CALD%3ABA%2CALD%3APR%2CALD%3AAD&Year=2024R3,https://www.nationsreportcard.gov/profiles/,Official 2024 NAEP Grade 4 Reading achievement-level percentage for public-school students. Repeated for each state so a simple state filter in Looker Studio still shows the national comparison without a join.,1,1,1
Connecticut,CT,2024,2024,4,Reading,NAEP (National Public),NAEP,Percent Below Proficient,69.5,naep_below_proficient,naep_national_public_benchmark,NP,National public,derived_from_below_basic_plus_basic,National Public,https://www.nationsreportcard.gov/DataService/GetAdhocData.aspx?type=data&subject=RED&cohort=1&subscale=RRPCM&variable=TOTAL&jurisdiction=AL%2CAK%2CAZ%2CAR%2CCA%2CCO%2CCT%2CDE%2CDC%2CFL%2CGA%2CHI%2CID%2CIL%2CIN%2CIA%2CKS%2CKY%2CLA%2CME%2CMD%2CMA%2CMI%2CMN%2CMS%2CMO%2CMT%2CNE%2CNV%2CNH%2CNJ%2CNM%2CNY%2CNC%2CND%2COH%2COK%2COR%2CPA%2CRI%2CSC%2CSD%2CTN%2CTX%2CUT%2CVT%2CVA%2CWA%2CWV%2CWI%2CWY%2CNP&stattype=ALC%3ABB%2CALD%3ABA%2CALD%3APR%2CALD%3AAD&Year=2024R3,https://www.nationsreportcard.gov/profiles/,Calculated as the official NAEP Below Basic percentage plus the official discrete Basic percentage. Repeated for each state so a simple state filter in Looker Studio still shows the national comparison without a join.,0,1,2
Connecticut,CT,2024,2024,4,Reading,NAEP (National Public),NAEP,Percent Basic,28.83,naep_achievement_level,naep_national_public_benchmark,NP,National public,official_discrete_achievement_level,National Public,https://www.nationsreportcard.gov/DataService/GetAdhocData.aspx?type=data&subject=RED&cohort=1&subscale=RRPCM&variable=TOTAL&jurisdiction=AL%2CAK%2CAZ%2CAR%2CCA%2CCO%2CCT%2CDE%2CDC%2CFL%2CGA%2CHI%2CID%2CIL%2CIN%2CIA%2CKS%2CKY%2CLA%2CME%2CMD%2CMA%2CMI%2CMN%2CMS%2CMO%2CMT%2CNE%2CNV%2CNH%2CNJ%2CNM%2CNY%2CNC%2CND%2COH%2COK%2COR%2CPA%2CRI%2CSC%2CSD%2CTN%2CTX%2CUT%2CVT%2CVA%2CWA%2CWV%2CWI%2CWY%2CNP&stattype=ALC%3ABB%2CALD%3ABA%2CALD%3APR%2CALD%3AAD&Year=2024R3,https://www.nationsreportcard.gov/profiles/,Official 2024 NAEP Grade 4 Reading achievement-level percentage for public-school students. Repeated for each state so a simple state filter in Looker Studio still shows the national comparison without a join.,2,1,3
Connecticut,CT,2024,2024,4,Reading,NAEP (National Public),NAEP,Percent Proficient,22.23,naep_achievement_level,naep_national_public_benchmark,NP,National public,official_discrete_achievement_level,National Public,https://www.nationsreportcard.gov/DataService/GetAdhocData.aspx?type=data&subject=RED&cohort=1&subscale=RRPCM&variable=TOTAL&jurisdiction=AL%2CAK%2CAZ%2CAR%2CCA%2CCO%2CCT%2CDE%2CDC%2CFL%2CGA%2CHI%2CID%2CIL%2CIN%2CIA%2CKS%2CKY%2CLA%2CME%2CMD%2CMA%2CMI%2CMN%2CMS%2CMO%2CMT%2CNE%2CNV%2CNH%2CNJ%2CNM%2CNY%2CNC%2CND%2COH%2COK%2COR%2CPA%2CRI%2CSC%2CSD%2CTN%2CTX%2CUT%2CVT%2CVA%2CWA%2CWV%2CWI%2CWY%2CNP&stattype=ALC%3ABB%2CALD%3ABA%2CALD%3APR%2CALD%3AAD&Year=2024R3,https://www.nationsreportcard.gov/profiles/,Official 2024 NAEP Grade 4 Reading achievement-level percentage for public-school students. Repeated for each state so a simple state filter in Looker Studio still shows the national comparison without a join.,3,1,3
Connecticut,CT,2024,2024,4,Reading,NAEP (National Public),NAEP,Percent Advanced,8.27,naep_achievement_level,naep_national_public_benchmark,NP,National public,official_discrete_achievement_level,National Public,https://www.nationsreportcard.gov/DataService/GetAdhocData.aspx?type=data&subject=RED&cohort=1&subscale=RRPCM&variable=TOTAL&jurisdiction=AL%2CAK%2CAZ%2CAR%2CCA%2CCO%2CCT%2CDE%2CDC%2CFL%2CGA%2CHI%2CID%2CIL%2CIN%2CIA%2CKS%2CKY%2CLA%2CME%2CMD%2CMA%2CMI%2CMN%2CMS%2CMO%2CMT%2CNE%2CNV%2CNH%2CNJ%2CNM%2CNY%2CNC%2CND%2COH%2COK%2COR%2CPA%2CRI%2CSC%2CSD%2CTN%2CTX%2CUT%2CVT%2CVA%2CWA%2CWV%2CWI%2CWY%2CNP&stattype=ALC%3ABB%2CALD%3ABA%2CALD%3APR%2CALD%3AAD&Year=2024R3,https://www.nationsreportcard.gov/profiles/,Official 2024 NAEP Grade 4 Reading achievement-level percentage for public-school students. Repeated for each state so a simple state filter in Looker Studio still shows the national comparison without a join.,4,1,3
Connecticut,CT,2024,2024,4,Reading,NAEP (State),NAEP,Percent Below Basic,36.79,naep_below_basic,naep_state,CT,Connecticut,official_cumulative_achievement_level,State NAEP,https://www.nationsreportcard.gov/DataService/GetAdhocData.aspx?type=data&subject=RED&cohort=1&subscale=RRPCM&variable=TOTAL&jurisdiction=AL%2CAK%2CAZ%2CAR%2CCA%2CCO%2CCT%2CDE%2CDC%2CFL%2CGA%2CHI%2CID%2CIL%2CIN%2CIA%2CKS%2CKY%2CLA%2CME%2CMD%2CMA%2CMI%2CMN%2CMS%2CMO%2CMT%2CNE%2CNV%2CNH%2CNJ%2CNM%2CNY%2CNC%2CND%2COH%2COK%2COR%2CPA%2CRI%2CSC%2CSD%2CTN%2CTX%2CUT%2CVT%2CVA%2CWA%2CWV%2CWI%2CWY%2CNP&stattype=ALC%3ABB%2CALD%3ABA%2CALD%3APR%2CALD%3AAD&Year=2024R3,https://www.nationsreportcard.gov/profiles/,Official 2024 NAEP Grade 4 Reading achievement-level percentage for public-school students.,1,2,1
Connecticut,CT,2024,2024,4,Reading,NAEP (State),NAEP,Percent Below Proficient,63.85,naep_below_proficient,naep_state,CT,Connecticut,derived_from_below_basic_plus_basic,State NAEP,https://www.nationsreportcard.gov/DataService/GetAdhocData.aspx?type=data&subject=RED&cohort=1&subscale=RRPCM&variable=TOTAL&jurisdiction=AL%2CAK%2CAZ%2CAR%2CCA%2CCO%2CCT%2CDE%2CDC%2CFL%2CGA%2CHI%2CID%2CIL%2CIN%2CIA%2CKS%2CKY%2CLA%2CME%2CMD%2CMA%2CMI%2CMN%2CMS%2CMO%2CMT%2CNE%2CNV%2CNH%2CNJ%2CNM%2CNY%2CNC%2CND%2COH%2COK%2COR%2CPA%2CRI%2CSC%2CSD%2CTN%2CTX%2CUT%2CVT%2CVA%2CWA%2CWV%2CWI%2CWY%2CNP&stattype=ALC%3ABB%2CALD%3ABA%2CALD%3APR%2CALD%3AAD&Year=2024R3,https://www.nationsreportcard.gov/profiles/,Calculated as the official NAEP Below Basic percentage plus the official discrete Basic percentage.,0,2,2
Connecticut,CT,2024,2024,4,Reading,NAEP (State),NAEP,Percent Basic,27.06,naep_achievement_level,naep_state,CT,Connecticut,official_discrete_achievement_level,State NAEP,https://www.nationsreportcard.gov/DataService/GetAdhocData.aspx?type=data&subject=RED&cohort=1&subscale=RRPCM&variable=TOTAL&jurisdiction=AL%2CAK%2CAZ%2CAR%2CCA%2CCO%2CCT%2CDE%2CDC%2CFL%2CGA%2CHI%2CID%2CIL%2CIN%2CIA%2CKS%2CKY%2CLA%2CME%2CMD%2CMA%2CMI%2CMN%2CMS%2CMO%2CMT%2CNE%2CNV%2CNH%2CNJ%2CNM%2CNY%2CNC%2CND%2COH%2COK%2COR%2CPA%2CRI%2CSC%2CSD%2CTN%2CTX%2CUT%2CVT%2CVA%2CWA%2CWV%2CWI%2CWY%2CNP&stattype=ALC%3ABB%2CALD%3ABA%2CALD%3APR%2CALD%3AAD&Year=2024R3,https://www.nationsreportcard.gov/profiles/,Official 2024 NAEP Grade 4 Reading achievement-level percentage for public-school students.,2,2,3
Connecticut,CT,2024,2024,4,Reading,NAEP (State),NAEP,Percent Proficient,24.41,naep_achievement_level,naep_state,CT,Connecticut,official_discrete_achievement_level,State NAEP,https://www.nationsreportcard.gov/DataService/GetAdhocData.aspx?type=data&subject=RED&cohort=1&subscale=RRPCM&variable=TOTAL&jurisdiction=AL%2CAK%2CAZ%2CAR%2CCA%2CCO%2CCT%2CDE%2CDC%2CFL%2CGA%2CHI%2CID%2CIL%2CIN%2CIA%2CKS%2CKY%2CLA%2CME%2CMD%2CMA%2CMI%2CMN%2CMS%2CMO%2CMT%2CNE%2CNV%2CNH%2CNJ%2CNM%2CNY%2CNC%2CND%2COH%2COK%2COR%2CPA%2CRI%2CSC%2CSD%2CTN%2CTX%2CUT%2CVT%2CVA%2CWA%2CWV%2CWI%2CWY%2CNP&stattype=ALC%3ABB%2CALD%3ABA%2CALD%3APR%2CALD%3AAD&Year=2024R3,https://www.nationsreportcard.gov/profiles/,Official 2024 NAEP Grade 4 Reading achievement-level percentage for public-school students.,3,2,3
Connecticut,CT,2024,2024,4,Reading,NAEP (State),NAEP,Percent Advanced,11.75,naep_achievement_level,naep_state,CT,Connecticut,official_discrete_achievement_level,State NAEP,https://www.nationsreportcard.gov/DataService/GetAdhocData.aspx?type=data&subject=RED&cohort=1&subscale=RRPCM&variable=TOTAL&jurisdiction=AL%2CAK%2CAZ%2CAR%2CCA%2CCO%2CCT%2CDE%2CDC%2CFL%2CGA%2CHI%2CID%2CIL%2CIN%2CIA%2CKS%2CKY%2CLA%2CME%2CMD%2CMA%2CMI%2CMN%2CMS%2CMO%2CMT%2CNE%2CNV%2CNH%2CNJ%2CNM%2CNY%2CNC%2CND%2COH%2COK%2COR%2CPA%2CRI%2CSC%2CSD%2CTN%2CTX%2CUT%2CVT%2CVA%2CWA%2CWV%2CWI%2CWY%2CNP&stattype=ALC%3ABB%2CALD%3ABA%2CALD%3APR%2CALD%3AAD&Year=2024R3,https://www.nationsreportcard.gov/profiles/,Official 2024 NAEP Grade 4 Reading achievement-level percentage for public-school students.,4,2,3
Connecticut,CT,2025,2024-2025,3,ELA,Smarter Balanced,Smarter Balanced,Percent in Below-Basic Analog Tier,30.7,state_below_basic_analog,state_assessment,CT,Connecticut,below_basic_analog,Level 1 Not Met,https://edsight.ct.gov/SASStoredProcess/guest?_grade=3&_year=2024-25&_district=State+of+Connecticut&_school=&_subject=ELA&_subgroup=All+Students&_program=%2FCTDOE%2FEdSight%2FRelease%2FReporting%2FPublic%2FReports%2FStoredProcesses%2FSmarterBalancedAssessmentReport_SiteCore&_select=Submit,https://public-edsight.ct.gov/performance/smarter-balanced-achievement-participation,"Connecticut EdSight's public Smarter Balanced report publishes the statewide Grade 3 ELA performance-level percentages directly for All Students. The saved extract also reports 36945.0 total students, 36719.0 tested, 36713.0 scored tests, and an average VSS of 2420.0.",0,3,4
Connecticut,CT,2025,2024-2025,3,ELA,Smarter Balanced,Smarter Balanced,Percent Level 1 Not Met,30.7,state_exact_tier,state_assessment,CT,Connecticut,reported_exact_tier,Level 1 Not Met,https://edsight.ct.gov/SASStoredProcess/guest?_grade=3&_year=2024-25&_district=State+of+Connecticut&_school=&_subject=ELA&_subgroup=All+Students&_program=%2FCTDOE%2FEdSight%2FRelease%2FReporting%2FPublic%2FReports%2FStoredProcesses%2FSmarterBalancedAssessmentReport_SiteCore&_select=Submit,https://public-edsight.ct.gov/performance/smarter-balanced-achievement-participation,Connecticut EdSight's public Smarter Balanced report publishes the statewide Grade 3 ELA performance-level percentages directly for All Students.,1,3,5
Connecticut,CT,2025,2024-2025,3,ELA,Smarter Balanced,Smarter Balanced,Percent Level 2 Approaching,22.4,state_exact_tier,state_assessment,CT,Connecticut,reported_exact_tier,Level 2 Approaching,https://edsight.ct.gov/SASStoredProcess/guest?_grade=3&_year=2024-25&_district=State+of+Connecticut&_school=&_subject=ELA&_subgroup=All+Students&_program=%2FCTDOE%2FEdSight%2FRelease%2FReporting%2FPublic%2FReports%2FStoredProcesses%2FSmarterBalancedAssessmentReport_SiteCore&_select=Submit,https://public-edsight.ct.gov/performance/smarter-balanced-achievement-participation,Connecticut EdSight's public Smarter Balanced report publishes the statewide Grade 3 ELA performance-level percentages directly for All Students.,2,3,5
Connecticut,CT,2025,2024-2025,3,ELA,Smarter Balanced,Smarter Balanced,Percent Level 3 Met,20.8,state_exact_tier,state_assessment,CT,Connecticut,reported_exact_tier,Level 3 Met,https://edsight.ct.gov/SASStoredProcess/guest?_grade=3&_year=2024-25&_district=State+of+Connecticut&_school=&_subject=ELA&_subgroup=All+Students&_program=%2FCTDOE%2FEdSight%2FRelease%2FReporting%2FPublic%2FReports%2FStoredProcesses%2FSmarterBalancedAssessmentReport_SiteCore&_select=Submit,https://public-edsight.ct.gov/performance/smarter-balanced-achievement-participation,Connecticut EdSight's public Smarter Balanced report publishes the statewide Grade 3 ELA performance-level percentages directly for All Students.,3,3,5
Connecticut,CT,2025,2024-2025,3,ELA,Smarter Balanced,Smarter Balanced,Percent Level 4 Exceeded,26.0,state_exact_tier,state_assessment,CT,Connecticut,reported_exact_tier,Level 4 Exceeded,https://edsight.ct.gov/SASStoredProcess/guest?_grade=3&_year=2024-25&_district=State+of+Connecticut&_school=&_subject=ELA&_subgroup=All+Students&_program=%2FCTDOE%2FEdSight%2FRelease%2FReporting%2FPublic%2FReports%2FStoredProcesses%2FSmarterBalancedAssessmentReport_SiteCore&_select=Submit,https://public-edsight.ct.gov/performance/smarter-balanced-achievement-participation,Connecticut EdSight's public Smarter Balanced report publishes the statewide Grade 3 ELA performance-level percentages directly for All Students.,4,3,5
Delaware,DE,2024,2024,4,Reading,NAEP (National Public),NAEP,Percent Below Basic,40.67,naep_below_basic,naep_national_public_benchmark,NP,National public,official_cumulative_achievement_level,National Public,https://www.nationsreportcard.gov/DataService/GetAdhocData.aspx?type=data&subject=RED&cohort=1&subscale=RRPCM&variable=TOTAL&jurisdiction=AL%2CAK%2CAZ%2CAR%2CCA%2CCO%2CCT%2CDE%2CDC%2CFL%2CGA%2CHI%2CID%2CIL%2CIN%2CIA%2CKS%2CKY%2CLA%2CME%2CMD%2CMA%2CMI%2CMN%2CMS%2CMO%2CMT%2CNE%2CNV%2CNH%2CNJ%2CNM%2CNY%2CNC%2CND%2COH%2COK%2COR%2CPA%2CRI%2CSC%2CSD%2CTN%2CTX%2CUT%2CVT%2CVA%2CWA%2CWV%2CWI%2CWY%2CNP&stattype=ALC%3ABB%2CALD%3ABA%2CALD%3APR%2CALD%3AAD&Year=2024R3,https://www.nationsreportcard.gov/profiles/,Official 2024 NAEP Grade 4 Reading achievement-level percentage for public-school students. Repeated for each state so a simple state filter in Looker Studio still shows the national comparison without a join.,1,1,1
